Date,META,TSLA,^VIX,MSFT,ORCL,SPY,GOOGL,NVDA,AAPL,AMZN
2020-03-10,176.95391845703125,43.02199935913086,47.29999923706055,152.85899353027344,44.609649658203125,264.2974853515625,63.280372619628906,6.501860618591309,68.94554901123047,94.59100341796875
2020-03-11,169.05906677246094,42.28200149536133,53.900001525878906,145.93417358398438,41.06512451171875,251.41351318359375,60.090965270996094,6.138017177581787,66.551025390625,91.04299926757812
2020-03-12,153.39846801757812,37.369998931884766,75.47000122070312,132.093994140625,36.54722595214844,227.3589324951172,55.16072463989258,5.386921405792236,59.97880554199219,83.83049774169922
2020-03-13,169.0988006591797,36.44133377075195,57.83000183105469,150.87367248535156,44.01277542114258,246.79507446289062,60.25820541381836,5.997808456420898,67.16476440429688,89.25
2020-03-16,144.9971466064453,29.67133331298828,82.69000244140625,128.6363525390625,39.228572845458984,219.78977966308594,53.24767303466797,4.89108943939209,58.52421951293945,84.4574966430664
2020-03-17,148.3834991455078,28.68000030517578,75.91000366210938,139.22781372070312,43.03022766113281,231.65664672851562,55.48378372192383,5.410829067230225,61.0975227355957,90.39199829101562
2020-03-18,145.9405517578125,24.08133316040039,76.44999694824219,133.3668975830078,43.40671920776367,219.92721557617188,54.150352478027344,5.050970077514648,59.60186767578125,91.5
2020-03-19,152.0677490234375,28.50933265686035,72.0,135.56117248535156,41.38650131225586,220.3945770263672,55.16667556762695,5.303743839263916,59.14519500732422,94.04650115966797
2020-03-20,148.69131469726562,28.50200080871582,66.04000091552734,130.46969604492188,41.91911315917969,210.89683532714844,53.00996780395508,5.12393856048584,55.39032745361328,92.30449676513672
2020-03-23,147.07264709472656,28.952667236328125,61.59000015258789,129.16824340820312,40.57843780517578,205.5045928955078,52.31125259399414,5.2967705726623535,54.21360778808594,95.1415023803711
2020-03-24,159.86329650878906,33.66666793823242,61.66999816894531,140.90916442871094,43.93011474609375,224.1239471435547,56.07680130004883,6.205508232116699,59.652610778808594,97.00499725341797
2020-03-25,155.12640380859375,35.95000076293945,63.95000076293945,139.56027221679688,42.18540954589844,227.47915649414062,54.66794204711914,6.116847515106201,59.32398986816406,94.29199981689453
2020-03-26,162.2069091796875,35.21066665649414,61.0,148.28993225097656,46.354366302490234,240.76158142089844,57.7099609375,6.40623140335083,62.44580841064453,97.77449798583984
2020-03-27,155.70237731933594,34.29066848754883,65.54000091552734,142.2010040283203,45.75749206542969,233.59034729003906,55.09670639038086,6.293915271759033,59.86039733886719,95.00499725341797
2020-03-30,164.798828125,33.47533416748047,57.08000183105469,152.20350646972656,46.244178771972656,241.17636108398438,56.88568878173828,6.614175796508789,61.568702697753906,98.19750213623047
2020-03-31,165.64295959472656,34.93333435058594,53.540000915527344,149.80979919433594,44.38007736206055,237.58157348632812,57.66181945800781,6.56461763381958,61.443050384521484,97.48600006103516
2020-04-01,158.49290466308594,32.104000091552734,57.060001373291016,144.4903106689453,44.72902297973633,226.8892364501953,54.69176483154297,6.053345680236816,58.21010208129883,95.38500213623047
2020-04-02,157.09266662597656,30.29800033569336,50.90999984741211,147.4824981689453,45.72994613647461,232.1248016357422,55.43266677856445,6.362150192260742,59.181427001953125,95.94149780273438
2020-04-03,153.1104736328125,32.000667572021484,46.79999923706055,146.1241455078125,45.36263656616211,228.7696075439453,54.225284576416016,6.074263572692871,58.330909729003906,95.32949829101562
2020-04-06,164.40158081054688,34.41600036621094,45.2400016784668,156.99102783203125,47.28181457519531,244.13519287109375,58.71586227416992,6.684156894683838,63.41956329345703,99.87950134277344
2020-04-07,167.65884399414062,36.36333465576172,46.70000076293945,155.30027770996094,46.61147689819336,244.3840789794922,58.68459701538086,6.450807571411133,62.68501281738281,100.58000183105469
2020-04-08,173.07102966308594,36.589332580566406,43.349998474121094,156.85806274414062,48.0969123840332,252.58770751953125,59.89743423461914,6.648044109344482,64.28941345214844,102.1500015258789
2020-04-09,173.9747314453125,38.20000076293945,41.66999816894531,156.8675537109375,49.0656852722168,256.4313049316406,59.87609100341797,6.548430919647217,64.7533187866211,102.13800048828125
2020-04-13,173.57749938964844,43.39666748046875,41.16999816894531,157.21905517578125,48.8719367980957,254.09017944335938,60.066650390625,6.720266819000244,66.02428436279297,108.44349670410156
2020-04-14,176.93406677246094,47.32600021362305,37.7599983215332,164.9987335205078,49.822242736816406,261.5838928222656,62.78709411621094,7.071408271789551,69.35872650146484,114.16600036621094
2020-04-15,175.7423858642578,48.65533447265625,40.84000015258789,163.2699737548828,49.04722213745117,256.0258483886719,62.393577575683594,6.993957042694092,68.72566223144531,115.38400268554688
2020-04-16,175.02737426757812,49.680667877197266,40.11000061035156,168.17144775390625,49.54545974731445,257.26104736328125,62.4000244140625,7.339123725891113,69.271728515625,120.40950012207031
2020-04-17,177.9966583251953,50.259334564208984,38.150001525878906,169.6533203125,50.394283294677734,264.21099853515625,63.470436096191406,7.279852390289307,68.33180236816406,118.75
2020-04-20,177.0035858154297,49.75733184814453,43.83000183105469,166.2906951904297,49.73921203613281,259.55609130859375,62.584625244140625,7.148611068725586,66.91345977783203,119.68049621582031
2020-04-21,169.61517333984375,45.781333923339844,45.40999984741211,159.413330078125,47.34036636352539,251.6751708984375,60.153499603271484,6.711799144744873,64.84515380859375,116.40599822998047
2020-04-22,181.0155487060547,48.807334899902344,41.97999954223633,164.82777404785156,48.22608947753906,257.26104736328125,62.44866180419922,7.12619686126709,66.71292114257812,118.17449951171875
2020-04-23,183.84579467773438,47.04199981689453,41.380001068115234,162.83299255371094,47.94929885864258,257.2425231933594,63.08186721801758,7.072902202606201,66.4543685913086,119.97250366210938
2020-04-24,188.7515106201172,48.34333419799805,35.93000030517578,165.80621337890625,48.908836364746094,260.8280944824219,63.35133743286133,7.211864471435547,68.37288665771484,120.51100158691406
2020-04-27,186.19932556152344,53.25,33.290000915527344,165.3312530517578,49.24098587036133,264.5888366699219,63.066490173339844,7.398393630981445,68.42120361328125,118.80000305175781
2020-04-28,181.64117431640625,51.27466583251953,33.56999969482422,161.30368041992188,49.08414077758789,263.3721923828125,61.16734313964844,7.255945205688477,67.31214141845703,115.7040023803711
2020-04-29,192.84295654296875,53.367332458496094,31.229999542236328,168.54193115234375,49.71153259277344,270.2669372558594,66.60575103759766,7.432762622833252,69.5230484008789,118.635498046875
2020-04-30,203.2899627685547,52.12533187866211,34.150001525878906,170.23275756835938,48.8719367980957,267.75048828125,66.8300552368164,7.278855323791504,70.98968505859375,123.69999694824219
2020-05-01,200.8668975830078,46.75466537475586,37.189998626708984,165.8251953125,47.78322982788086,260.66229248046875,65.3720703125,7.042271137237549,69.84681701660156,114.302001953125
2020-05-04,203.8361358642578,50.74599838256836,35.970001220703125,169.88131713867188,47.74631881713867,261.3811950683594,65.64897155761719,7.254202365875244,70.83505249023438,115.79949951171875
2020-05-05,205.6335906982422,51.2140007019043,33.61000061035156,171.7051239013672,48.02311325073242,263.79620361328125,66.94518280029297,7.31521463394165,71.89820098876953,115.88999938964844
2020-05-06,207.02386474609375,52.172000885009766,34.119998931884766,173.39593505859375,47.847808837890625,262.0079345703125,66.76702880859375,7.416076183319092,72.63999938964844,117.56300354003906
2020-05-07,209.79452514648438,52.00266647338867,31.440000534057617,174.4028778076172,48.53055953979492,265.1695556640625,67.95059204101562,7.592393398284912,73.39146423339844,118.38050079345703
2020-05-08,210.876953125,54.62799835205078,27.979999542236328,175.42872619628906,49.42551040649414,269.5570983886719,68.69793701171875,7.782408714294434,75.1382827758789,118.98049926757812
2020-05-11,211.70118713378906,54.08599853515625,27.56999969482422,177.3855743408203,49.38861083984375,269.6124572753906,69.65321350097656,8.03443431854248,76.32063293457031,120.44999694824219
2020-05-12,208.642578125,53.96066665649414,33.040000915527344,173.36744689941406,48.22608947753906,264.2386779785156,68.24336242675781,7.772446632385254,75.44841003417969,117.84750366210938
2020-05-13,203.67724609375,52.73066711425781,35.279998779296875,170.7457275390625,47.654052734375,259.5653381347656,66.91094207763672,7.750034809112549,74.53742980957031,118.39600372314453
2020-05-14,205.37538146972656,53.55533218383789,32.61000061035156,171.4866180419922,48.81657791137695,262.6716003417969,67.33424377441406,7.999570369720459,74.99534606933594,119.44249725341797
2020-05-15,209.4171600341797,53.27799987792969,31.889999389648438,173.98492431640625,48.82579803466797,263.8791198730469,68.13815307617188,8.458046913146973,74.55198669433594,120.48899841308594
