model,split,n,MAE,RMSE,Corr,DirectionalAcc,OOS_R2_vs_baseline
transformer_lstm_base,train,7472,0.012748483568429947,0.019481077790260315,0.07512930445600283,0.5274357601713062,-0.016327818728173904
transformer_lstm_base,val,6048,0.02013811282813549,0.029515421018004417,0.02242493625384748,0.5004960317460317,-0.01779597311330039
transformer_lstm_base,test,6008,0.017045356333255768,0.02531611919403076,-0.04410660489428712,0.4643808255659121,-0.04363906544788887
