model,split,n,MAE,RMSE,Corr,DirectionalAcc,OOS_R2_vs_baseline
transformer_base,train,7472,0.024381497874855995,0.03143753483891487,0.025456891943007102,0.5171306209850107,-1.6467004871268744
transformer_base,val,6048,0.09472981095314026,0.10877961665391922,-0.01739970079933486,0.4756944444444444,-12.824766462319973
transformer_base,test,6008,0.045433104038238525,0.056959014385938644,0.030730137916295763,0.4811917443408788,-4.283005107910529
