Ticker,baseline_ar1,baseline_ticker_mean,baseline_zero,bayes_hier_horseshoe,bayes_hier_horseshoe_t,rf_pooled,ridge_pooled
AAPL,0.23976223238506567,0.0,-0.38323257220724827,-0.731411813471472,-0.39718695103019286,-0.6368859444222164,-0.9520990151402176
AMZN,-0.0010743502727450505,0.0,-0.4507959650150495,-0.09931902189255215,0.11500997447989603,-0.18759410115103403,0.0766682561810228
GOOGL,0.01115652521244126,0.0,-0.471782348075811,-0.23460963961967618,0.0762295898992349,-1.308036010181901,-0.3991816694269623
META,0.07707183556165953,0.0,-0.45895760073249026,0.06877954918742546,0.40363243416189354,-0.7273309081234469,0.13955305235636706
MSFT,-1.5605413361266196,0.0,-0.42466540374745954,-0.2720097660180443,-0.07362849332561705,-0.5458652778507433,-0.23058482044138184
NVDA,0.36957079950530325,0.0,-0.9967804706637162,-0.24607068000044308,0.719295903310313,-0.08691781353991068,-0.24519116402785812
ORCL,0.011498290753531037,0.0,-0.11712842260496181,0.053429191467491144,0.025883092864653623,-0.020899823092412895,0.1290412550915443
TSLA,0.022029020558655965,0.0,-0.15333605139071782,-0.026572490747178712,0.20921356167571403,-0.23262017125742496,-0.029173813153193784
MEAN,-0.1038158728028385,0.0,-0.4320848543046818,-0.18597308388680622,0.1348061390044869,-0.4682687562023863,-0.18887098982008493
