model,split,n,MAE,RMSE,Corr,DirectionalAcc,OOS_R2_vs_baseline
gru_hybrid_garch11_t_sigma1,train,5733,0.01816762238740921,0.024239618331193924,0.2878541532155867,0.5637537066108494,-0.45627266970608993
gru_hybrid_garch11_t_sigma1,val,6048,0.08134226500988007,0.10913525521755219,0.07527640162240129,0.515707671957672,-12.915310383169587
gru_hybrid_garch11_t_sigma1,test,6008,0.1946169137954712,0.22612543404102325,-0.03046131761105808,0.5277962716378163,-82.26354140215898
