model,protocol,Ticker,n,RMSE,OOS_R2_pct,DirAcc,DM_stat,DM_p,beats_baseline_5pct,significant_bh,significant_bonferroni
bayes_hier_horseshoe,fixed,META,751,0.02352066058874686,0.06877954918742546,0.521970705725699,-0.3283112860128579,0.7427679498975237,False,False,False
bayes_hier_horseshoe,fixed,MSFT,751,0.014569944023697526,-0.2720097660180443,0.5432756324900133,0.8747045805908991,0.3820146809026639,False,False,False
bayes_hier_horseshoe,fixed,NVDA,751,0.03131021180797273,-0.24607068000044308,0.5312916111850865,0.9869821408659167,0.3239696894301973,False,False,False
bayes_hier_horseshoe,fixed,ORCL,751,0.026759943281507804,0.053429191467491144,0.5286284953395473,-0.3388175531282847,0.7348420131454811,False,False,False
bayes_hier_horseshoe,fixed,TSLA,751,0.037805745972938974,-0.026572490747178712,0.5046604527296937,0.15296764714531247,0.8784649330249223,False,False,False
bayes_hier_horseshoe_t,fixed,AAPL,751,0.016113266310192206,-0.39718695103019286,0.5472703062583223,0.7997259705556942,0.42412279608910897,False,False,False
bayes_hier_horseshoe_t,fixed,AMZN,751,0.020048535502496335,0.11500997447989603,0.5272969374167776,-0.32178749779633875,0.7477033496991496,False,False,False
bayes_hier_horseshoe_t,fixed,GOOGL,751,0.019051408865068533,0.0762295898992349,0.5525965379494008,-0.1561820683790465,0.8759315393369247,False,False,False
bayes_hier_horseshoe_t,fixed,META,751,0.02348122061265681,0.40363243416189354,0.5326231691078562,-1.0312108413067338,0.3027743781783683,False,False,False
bayes_hier_horseshoe_t,fixed,MSFT,751,0.014555524072020286,-0.07362849332561705,0.5432756324900133,0.183182480982975,0.8547043479862995,False,False,False
bayes_hier_horseshoe_t,fixed,NVDA,751,0.031159088911327074,0.719295903310313,0.5406125166444741,-2.3014362890387234,0.021640269981508364,True,False,False
bayes_hier_horseshoe_t,fixed,ORCL,751,0.026763630657909807,0.025883092864653623,0.5379494007989347,-0.07130871080606355,0.9431710728828244,False,False,False
bayes_hier_horseshoe_t,fixed,TSLA,751,0.03776116118553462,0.20921356167571403,0.5126498002663116,-0.6448523983815644,0.5192200345648552,False,False,False
rf_pooled,fixed,AAPL,751,0.016132490111389633,-0.6368859444222164,0.5352862849533955,0.6405082412005453,0.522037870482142,False,False,False
rf_pooled,fixed,AMZN,751,0.0200788813064161,-0.18759410115103403,0.5166444740346205,0.2598262819222383,0.7950690849130235,False,False,False
rf_pooled,fixed,GOOGL,751,0.01918291662369283,-1.308036010181901,0.5366178428761651,1.6123486989610996,0.10730676770709535,False,False,False
rf_pooled,fixed,META,751,0.023614164390315325,-0.7273309081234469,0.48202396804260983,1.1629306048137968,0.2452275367945882,False,False,False
rf_pooled,fixed,MSFT,751,0.014589826635316775,-0.5458652778507433,0.5246338215712384,0.5713176154925307,0.5679555214600831,False,False,False
rf_pooled,fixed,NVDA,751,0.03128534754486382,-0.08691781353991068,0.5246338215712384,0.13908860202536755,0.8894174734969511,False,False,False
rf_pooled,fixed,ORCL,751,0.026769891949726586,-0.020899823092412895,0.5059920106524634,0.034676364314710495,0.9723470347110688,False,False,False
rf_pooled,fixed,TSLA,751,0.037844664525268676,-0.23262017125742496,0.5019973368841545,0.4381697072486093,0.661389437050327,False,False,False
ridge_pooled,fixed,AAPL,751,0.016157735308522464,-0.9520990151402176,0.5419440745672437,2.1618151473235656,0.030948070388525872,False,False,False
ridge_pooled,fixed,AMZN,751,0.020052383035278357,0.0766682561810228,0.5352862849533955,-0.2588227532243118,0.7958430177644007,False,False,False
