model,split,n,MAE,RMSE,Corr,DirectionalAcc,OOS_R2_vs_baseline
transformer_lstm_gru_base,train,7472,0.012502098456025124,0.019338442012667656,0.05636144623974941,0.5289079229122056,-0.001499582348341244
transformer_lstm_gru_base,val,6048,0.01999697834253311,0.029420822858810425,-0.021555545211575468,0.4885912698412698,-0.011282287144880332
transformer_lstm_gru_base,test,6008,0.016565250232815742,0.02484198845922947,0.011927591249202226,0.5114846870838882,-0.004913723668640957
