model,split,n,MAE,RMSE,Corr,DirectionalAcc,OOS_R2_vs_baseline
gru_lstm_hybrid_garch11_t_sigma1,train,5784,0.013087722472846508,0.019782600924372673,0.18988671308028285,0.5594744121715076,0.031819223677259756
gru_lstm_hybrid_garch11_t_sigma1,val,6048,0.025589594617486,0.03584526106715202,0.06350277177725308,0.5089285714285714,-0.5011574163671431
gru_lstm_hybrid_garch11_t_sigma1,test,6008,0.05142761394381523,0.06444275379180908,-0.04216008321754491,0.5214713715046605,-5.762453577281139
