model,split,n,MAE,RMSE,Corr,DirectionalAcc,OOS_R2_vs_baseline
lstm_base,train,7472,0.012285148724913597,0.018734723329544067,0.24979919354822444,0.5538008565310493,0.060055138927446405
lstm_base,val,6048,0.030222110450267792,0.0404566153883934,-0.029386726117306347,0.49636243386243384,-0.9122377686018117
lstm_base,test,6008,0.12422943115234375,0.14341434836387634,-0.06090352920931166,0.533288948069241,-32.49201386048366
