model,split,n,MAE,RMSE,Corr,DirectionalAcc,OOS_R2_vs_baseline
gru_base,train,7480,0.013820614665746689,0.019307995215058327,0.3791721105391335,0.595855614973262,0.0008857924304064291
gru_base,val,6048,0.13858169317245483,0.1598616987466812,0.04376056315405124,0.5205026455026455,-28.85737310849696
gru_base,test,6008,0.1048150435090065,0.11877430975437164,-0.03679896613581222,0.5419440745672437,-21.972122632673866
