model,split,n,MAE,RMSE,Corr,DirectionalAcc,OOS_R2_vs_baseline
lstm_hybrid_garch11_t_sigma1,train,5784,0.014005119912326336,0.020390832796692848,0.19097231755870192,0.5492738589211619,-0.028630977315028838
lstm_hybrid_garch11_t_sigma1,val,6048,0.054870061576366425,0.0696638748049736,0.03982388307068929,0.5266203703703703,-4.669934661582912
lstm_hybrid_garch11_t_sigma1,test,6008,0.13682566583156586,0.14534668624401093,0.02068825577583534,0.4570572569906791,-33.400626396455216
