model_A,model_B,logscore_A,logscore_B,DM_stat,p_value,significant_5pct
bayes_hier_horseshoe,ridge_garch,2.472809259124285,2.351599035686162,-5.342814902491123,9.488236085708479e-08,True
bayes_hier_horseshoe,baseline_garch,2.472809259124285,2.349634880505759,-5.415843726120847,6.336881241963965e-08,True
bayes_hier_horseshoe,baseline_gaussian,2.472809259124285,2.196843046179344,-7.794134657824587,7.549516567451064e-15,True
