model,gen_total_n_test_LOTO,gen_rmse_wavg_LOTO,gen_logscore_wavg_LOTO,gen_coverage90_wavg_LOTO
ridge,6008.0,0.0258489598400305,2.2362800324013694,0.900965379494008
bayes_hier,6008.0,0.0260999249548236,2.232654820063261,0.8899800266311585
